ano,rodada,cartola_time_id,pontos,patrimonio,posicao
2026,22,43,130.68,155.53,1
2026,22,51,128.88,157.95,2
2026,22,47,127.18,148.78,3
2026,22,11,124.88,160.07,4
2026,22,44,124.08,154.58,5
2026,22,18,123.98,163.25,6
2026,22,81,123.88,142.86,7
2026,22,5,122.58,163.06,8
2026,22,37,122.58,159.18,9
2026,22,25,120.28,169.51,10
2026,22,4,120.08,153.56,11
2026,22,71,119.08,145.23,12
2026,22,65,118.88,146.15,13
2026,22,80,118.38,145.13,14
2026,22,50,117.98,162.21,15
2026,22,17,117.88,154.65,16
2026,22,20,117.58,154.96,17
2026,22,68,117.38,149.69,18
2026,22,66,116.68,157.35,19
2026,22,69,116.48,143.10,20
2026,22,78,116.18,143.54,21
2026,22,75,115.88,169.71,22
2026,22,34,115.58,169.45,23
2026,22,28,115.34,145.82,24
2026,22,70,115.18,141.51,25
2026,22,21,114.88,155.54,26
2026,22,40,114.08,151.23,27
2026,22,9,113.68,150.11,28
2026,22,54,113.58,153.95,29
2026,22,36,113.08,145.35,30
2026,22,15,112.48,156.54,31
2026,22,63,112.08,167.38,32
2026,22,42,111.98,157.13,33
2026,22,2,111.78,151.99,34
2026,22,7,111.28,163.95,35
2026,22,35,111.28,149.33,36
2026,22,3,110.98,147.85,37
2026,22,41,110.98,146.60,38
2026,22,39,110.08,154.21,39
2026,22,27,109.98,149.08,40
2026,22,6,109.38,164.34,41
2026,22,49,109.38,173.89,42
2026,22,79,108.68,140.30,43
2026,22,73,108.08,154.76,44
2026,22,31,108.00,134.74,45
2026,22,19,107.38,151.00,46
2026,22,48,106.88,141.47,47
2026,22,55,106.88,148.17,48
2026,22,61,106.78,138.12,49
2026,22,30,106.38,153.87,50
2026,22,77,106.24,151.56,51
2026,22,72,106.18,142.27,52
2026,22,82,106.08,137.52,53
2026,22,32,105.38,152.33,54
2026,22,45,104.60,138.78,55
2026,22,26,102.47,139.89,56
2026,22,38,102.18,165.49,57
2026,22,1,101.48,130.15,58
2026,22,24,99.78,143.30,59
2026,22,53,97.88,132.05,60
2026,22,56,97.48,129.26,61
2026,22,14,96.48,150.66,62
2026,22,64,96.38,155.20,63
2026,22,8,96.08,155.17,64
2026,22,10,95.28,146.50,65
2026,22,13,92.58,134.19,66
2026,22,22,92.48,133.83,67
2026,22,33,88.74,149.50,68
2026,22,46,88.60,128.07,69
2026,22,62,87.22,129.63,70
2026,22,12,79.57,142.76,71
2026,22,60,78.24,144.43,72
2026,22,23,68.97,160.85,73
2026,22,67,53.07,253.17,74
2026,22,16,44.85,139.02,75
2026,22,57,42.84,144.81,76
2026,22,59,32.78,138.19,77
2026,22,58,27.70,111.54,78
2026,22,29,18.30,91.29,79
2026,22,74,16.95,124.85,80
2026,22,83,13.66,101.14,81
2026,22,76,12.90,110.30,82
2026,22,52,7.30,101.41,83
